user_id,item_id
71,151
71,149
71,294
71,1478
71,1471
71,524
71,1199
71,715
71,709
72,863
72,144
72,143
72,214
72,1743
72,1136
72,1339
72,1298
72,1297
72,1128
73,876
73,1651
73,1581
73,923
73,839
73,2042
73,1983
73,1877
73,1846
73,1822
74,871
74,36
74,32
74,152
74,150
74,996
74,1860
74,1311
74,700
74,460
75,885
75,709
75,1593
75,1987
75,1888
75,1887
75,1272
75,1174
75,1148
75,1119
76,894
76,468
76,573
76,52
76,46
76,183
76,664
76,697
76,490
76,483
77,892
77,559
77,49
77,1394
77,1201
77,2164
77,2102
77,2096
77,2026
77,1960
78,904
78,1110
78,1625
78,1623
78,473
78,1435
78,1423
78,1050
78,1769
78,1481
79,904
79,900
79,915
79,413
79,733
79,1854
79,257
79,2009
79,1988
79,1987
80,925
80,922
80,109
80,1776
80,1767
80,1581
80,1025
80,574
80,568
80,153
81,933
81,882
81,1592
81,803
81,799
81,796
81,794
81,792
81,414
81,1993
82,750
82,746
82,528
82,570
82,1730
82,1470
82,1391
82,1270
82,1267
82,1265
83,954
83,942
83,475
83,326
83,124
83,122
83,1718
83,674
83,1478
83,1474
84,965
84,961
84,943
84,783
84,197
84,149
84,32
84,205
84,2147
84,2141
85,969
85,955
85,393
85,168
85,321
85,164
85,1746
85,1479
85,118
85,1747
86,977
86,767
86,760
86,96
86,472
86,463
86,459
86,1236
86,1231
86,1867
87,729
87,397
87,310
87,308
87,216
87,207
87,1257
87,1252
87,1247
87,1272
88,252
88,1887
88,92
88,1702
88,1689
88,1401
88,1400
88,1353
88,1352
88,1273
89,992
89,986
89,160
89,45
89,44
89,70
89,1059
89,1056
89,1055
89,1050
90,988
90,53
90,67
90,27
90,138
90,124
90,289
90,88
90,44
90,42
91,1012
91,1002
91,646
91,975
91,1622
91,165
91,721
91,64
91,703
91,568
92,1013
92,1009
92,803
92,456
92,1125
92,1122
92,877
92,568
92,564
92,1008
93,690
93,681
93,994
93,987
93,1727
93,1054
93,1047
93,701
93,574
93,565
94,674
94,1434
94,1063
94,524
94,387
94,386
94,1496
94,1349
94,1344
94,1254
95,529
95,417
95,1707
95,973
95,784
95,343
95,1861
95,1855
95,1350
95,254
96,476
96,563
96,997
96,463
96,71
96,1856
96,1077
96,537
96,536
96,391
97,1038
97,1021
97,675
97,123
97,121
97,502
97,2166
97,423
97,821
97,158
98,1046
98,1040
98,1031
98,952
98,139
98,73
98,61
98,872
98,722
98,646
99,739
99,76
99,66
99,707
99,343
99,168
99,535
99,505
99,499
99,491
100,1074
100,1050
100,330
100,113
100,1588
100,1492
100,1331
100,1217
100,1159
100,901
101,1078
101,1077
101,1073
101,1059
101,1058
101,235
101,22
101,13
101,12
101,1892
102,489
102,483
102,355
102,855
102,579
102,334
102,854
102,1555
102,1281
102,1129
103,1096
103,334
103,331
103,330
103,855
103,847
103,1979
103,1975
103,1970
103,1489
104,1090
104,892
104,533
104,2056
104,1208
104,975
104,2153
104,790
104,658
104,1313
105,505
105,194
105,117
105,1034
105,940
105,359
105,343
105,463
105,1024
105,1016
106,1118
106,1116
106,319
106,1110
106,1107
106,1430
106,1429
106,1867
106,1322
106,467
107,1124
107,331
107,1123
107,244
107,1598
107,1063
107,455
107,1657
107,231
107,1320
108,1130
108,1129
108,1435
108,1434
108,223
108,1799
108,1331
108,1309
108,1241
108,1228
109,1128
109,1121
109,868
109,471
109,484
109,710
109,1141
109,1137
109,305
109,2100
110,1144
110,1141
110,1133
110,756
110,732
110,597
110,447
110,588
110,583
110,1438
111,484
111,103
111,90
111,89
111,86
111,336
111,1228
111,1086
111,1047
111,538
112,1140
112,764
112,227
112,222
112,302
112,569
112,1253
112,1585
112,1552
112,1546
113,1160
113,1154
113,1746
113,1745
113,1372
113,1365
113,973
113,971
113,1484
113,1307
114,1159
114,834
114,563
114,785
114,404
114,2011
114,2008
114,1959
114,1957
114,1887
115,1156
115,399
115,204
115,584
115,1985
115,1984
115,858
115,1252
115,1125
115,1121
116,1177
116,1175
116,586
116,1140
116,480
116,477
116,761
116,1268
116,1244
116,428
117,71
117,126
117,54
117,125
117,1168
117,1008
117,1006
117,700
117,160
117,158
118,1182
118,763
118,588
118,576
118,1995
118,1660
118,1652
118,1341
118,978
118,908
119,1007
119,954
119,895
119,894
119,887
119,1947
119,1474
119,1363
119,1099
119,1046
120,1188
120,377
120,361
120,588
120,586
120,308
120,221
120,1824
120,1820
120,1688
121,928
121,846
121,839
121,992
121,607
121,1995
121,1075
121,917
121,1936
121,926
122,469
122,542
122,255
122,383
122,1315
122,72
122,1464
122,1463
122,1435
122,1268
123,1197
123,1218
123,1217
123,387
123,122
123,702
123,157
123,656
123,997
123,990
124,1220
124,74
124,1091
124,1082
124,248
124,2160
124,1466
124,1432
124,1315
124,1268
125,827
125,458
125,768
125,977
125,971
125,1560
125,910
125,390
125,387
125,2114
126,191
126,187
126,1544
126,388
126,385
126,2086
126,2079
126,1999
126,1979
126,1826
127,1237
127,553
127,545
127,1476
127,1471
127,1462
127,1181
127,718
127,713
127,1021
128,466
128,463
128,460
128,1070
128,615
128,607
128,74
128,67
128,54
128,976
129,566
129,1248
129,509
129,835
129,647
129,1397
129,1201
129,1199
129,781
129,775
130,1249
130,763
130,581
130,264
130,920
130,634
130,558
130,228
130,1380
130,2044
131,1244
131,564
131,356
131,344
131,1064
131,148
131,146
131,142
131,524
131,123
132,1264
132,469
132,467
132,444
132,437
132,426
132,587
132,581
132,1224
132,1790
133,1079
133,312
133,91
133,1267
133,277
133,1875
133,186
133,1375
133,710
133,1130
134,457
134,120
134,1108
134,162
134,160
134,1466
134,1421
134,1719
134,1718
134,994
135,1261
135,1116
135,586
135,225
135,1989
135,1988
135,1608
135,1601
135,1596
135,790
136,1285
136,568
136,1083
136,624
136,215
136,168
136,167
136,236
136,1772
136,1293
137,1019
137,490
137,489
137,89
137,1048
137,610
137,249
137,71
137,1347
137,1771
138,487
138,512
138,507
138,704
138,698
138,137
138,135
138,1109
138,1108
138,1101
139,1305
139,1296
139,803
139,792
139,815
139,809
139,253
139,251
139,247
139,1202
140,1254
140,834
140,825
140,763
140,208
140,850
140,841
140,918
140,2101
140,1983
141,1306
141,645
141,247
141,1074
141,1071
141,700
141,684
141,669
141,354
141,204
142,1294
142,1207
142,1206
142,1914
142,1401
142,132
142,2167
142,1777
142,1771
142,1283
143,1315
143,61
143,2145
143,2141
143,2122
143,2110
143,1467
143,1310
143,1248
143,1837
144,122
144,1312
144,942
144,1714
144,1729
144,1261
144,742
144,1933
144,573
144,161
145,1131
145,1128
145,1624
145,1926
145,1272
145,1755
145,1569
145,237
145,178
145,160
146,1320
146,1315
146,1311
146,987
146,251
146,349
146,661
146,1076
146,162
146,869
147,350
147,339
147,329
147,672
147,664
147,451
147,313
147,1335
147,1326
147,733
148,1258
148,1246
148,1245
148,735
148,1130
148,415
148,604
148,599
148,598
148,594
149,1340
149,1330
149,2009
149,1140
149,874
149,857
149,1253
149,851
149,217
149,2131
150,1343
150,1234
150,809
150,1913
150,1744
150,1742
150,1733
150,1629
150,1101
150,907
151,1341
151,31
151,133
151,1059
151,751
151,446
151,355
151,354
151,935
151,123
152,1355
152,480
152,516
152,514
152,510
152,1372
152,1371
152,1364
152,1362
152,1097
153,1372
153,294
153,567
153,192
153,164
153,470
153,467
153,466
153,135
153,129
154,1235
154,1528
154,1181
154,1055
154,1052
154,762
154,757
154,355
154,1064
154,1014
155,1374
155,1364
155,1373
155,1709
155,796
155,113
155,27
155,1784
155,1758
155,946
156,1096
156,1041
156,1039
156,355
156,33
156,30
156,1377
156,1073
156,1889
156,1654
157,1381
157,1249
157,1247
157,1246
157,672
157,2117
157,2104
157,2091
157,2020
157,2016
158,1034
158,703
158,696
158,1385
158,1689
158,1307
158,1147
158,1815
158,1415
158,855
159,1388
159,812
159,1367
159,797
159,453
159,449
159,1497
159,588
159,587
159,403
160,469
160,267
160,487
160,724
160,956
160,1544
160,903
160,901
160,767
160,759
161,696
161,691
161,507
161,21
161,20
161,535
161,530
161,529
161,481
161,476
162,1395
162,565
162,562
162,116
162,466
162,1468
162,1307
162,1301
162,170
162,165
163,1104
163,95
163,80
163,438
163,426
163,450
163,1359
163,1076
163,1418
163,973
164,1420
164,946
164,303
164,404
164,401
164,400
164,325
164,2071
164,1620
164,1477
165,1419
165,1417
165,766
165,874
165,1181
165,1011
165,1010
165,1006
165,1002
165,1258
166,1412
166,133
166,114
166,1032
166,232
166,1113
166,852
166,311
166,300
166,1356
167,629
167,325
167,563
167,1198
167,1194
167,150
167,121
167,242
167,289
167,286
168,1438
168,1428
168,1297
168,742
168,655
168,256
168,245
168,1526
168,1474
168,1473
169,1426
169,1425
169,26
169,17
169,394
169,1111
169,565
169,236
169,497
169,80
170,464
170,128
170,889
170,1191
170,1389
170,1106
170,717
170,535
170,527
170,525
171,1439
171,481
171,480
171,460
171,251
171,1261
171,569
171,1615
171,1613
171,1524
172,527
172,135
172,1718
172,1398
172,1396
172,773
172,2098
172,2091
172,1996
172,1985
173,95
173,85
173,1194
173,1365
173,73
173,1577
173,467
173,396
173,377
173,318
174,114
174,560
174,888
174,1470
174,238
174,231
174,175
174,1430
174,1429
174,1390
175,1451
175,91
175,191
175,540
175,539
175,1620
175,1316
175,1907
175,1904
175,1416
176,1459
176,288
176,285
176,185
176,181
176,1456
176,1428
176,1171
176,1822
176,544
177,1165
177,1459
177,1444
177,1443
177,829
177,1066
177,580
177,1665
177,418
177,862
178,1472
178,1464
178,355
178,295
178,1025
178,1024
178,785
178,777
178,776
178,2068
179,696
179,178
179,175
179,1445
179,1443
179,363
179,362
179,678
179,51
179,44
180,618
180,250
180,127
180,344
180,721
180,719
180,119
180,195
180,186
180,167
181,1114
181,1102
181,1067
181,241
181,1354
181,271
181,1903
181,1573
181,61
181,1378
182,1489
182,1338
182,876
182,291
182,2049
182,803
182,796
182,789
182,1488
182,2084
183,1908
183,1763
183,932
183,807
183,532
183,529
183,239
183,236
183,13
183,12
184,1406
184,535
184,175
184,158
184,255
184,59
184,1392
184,2026
184,1430
184,578
185,652
185,651
185,642
185,1793
185,2170
185,2169
185,2052
185,2008
185,1763
185,1403
186,1506
186,1499
186,590
186,579
186,1146
186,108
186,1413
186,730
186,610
186,542
187,167
187,160
187,538
187,536
187,355
187,352
187,1743
187,2138
187,2128
187,1890
188,99
188,96
188,372
188,370
188,1304
188,472
188,207
188,206
188,2126
188,755
189,983
189,975
189,1109
189,1108
189,174
189,665
189,1018
189,357
189,887
189,489
190,62
190,489
190,367
190,363
190,1044
190,1032
190,1030
190,1945
190,1624
190,1623
191,1462
191,899
191,95
191,16
191,1786
191,1782
191,1706
191,1704
191,1421
191,1409
192,1537
192,423
192,414
192,917
192,1079
192,1074
192,1069
192,2055
192,2045
192,1564
193,167
193,71
193,69
193,927
193,1542
193,1201
193,1193
193,1237
193,1235
193,189
194,1541
194,1533
194,1109
194,1098
194,503
194,477
194,337
194,1457
194,1452
194,1027
195,1486
195,1368
195,1156
195,870
195,857
195,1544
195,1983
195,1297
195,1828
195,301
196,1560
196,204
196,38
196,32
196,1805
196,1357
196,1076
196,1068
196,1777
196,1574
197,1555
197,1232
197,603
197,757
197,425
197,777
197,769
197,635
197,2093
197,2091
198,1339
198,1557
198,1553
198,1077
198,1076
198,467
198,199
198,104
198,1863
198,2038
199,1553
199,108
199,787
199,963
199,466
199,311
199,1599
199,973
199,2095
199,1666
200,1564
200,1069
200,457
200,360
200,1376
200,1374
200,799
200,1806
200,1794
200,1439
201,701
201,691
201,193
201,1564
201,574
201,1584
201,1727
201,1468
201,1465
201,1461
202,253
202,252
202,1567
202,1620
202,372
202,691
202,536
202,1358
202,1347
202,659
203,636
203,438
203,425
203,1112
203,1057
203,767
203,760
203,102
203,98
203,853
204,1570
204,1562
204,1561
204,1416
204,1314
204,796
204,142
204,544
204,620
204,1807
205,1570
205,1034
205,705
205,529
205,528
205,1573
205,1065
205,777
205,2090
205,1441
206,1566
206,372
206,312
206,101
206,1929
206,1921
206,1268
206,123
206,1710
206,1112
207,275
207,1594
207,763
207,761
207,903
207,419
207,2064
207,2062
207,1981
207,1975
208,1592
208,1582
208,267
208,580
208,768
208,758
208,227
208,220
208,979
208,978
209,1237
209,854
209,586
209,403
209,1583
209,160
209,503
209,1492
209,1435
209,1051
210,573
210,562
210,880
210,642
210,633
210,910
210,906
210,118
210,1767
210,2026
211,1578
211,613
211,1331
211,1330
211,472
211,456
211,1144
211,2137
211,2126
211,980
212,141
212,968
212,959
212,955
212,249
212,248
212,1916
212,1621
212,558
212,287
213,1587
213,268
213,583
213,579
213,576
213,591
213,1167
213,780
213,777
213,769
214,1606
214,1596
214,613
214,1217
214,965
214,957
214,581
214,106
214,1125
214,1123
215,1457
215,1456
215,1114
215,1110
215,841
215,770
215,1752
215,1614
215,1128
215,92
216,1603
216,1600
216,1599
216,1348
216,1347
216,1344
216,1119
216,761
216,357
216,123
217,1597
217,764
217,754
217,284
217,927
217,1404
217,821
217,1699
217,595
217,228
218,1610
218,1115
218,1451
218,463
218,412
218,2088
218,1915
218,1743
218,1653
218,1650
219,1111
219,1100
219,1097
219,1053
219,1052
219,1051
219,1432
219,1425
219,1449
219,1387
220,1344
220,896
220,627
220,198
220,187
220,120
220,1473
220,1469
220,1461
220,1439
221,1625
221,21
221,184
221,172
221,1294
221,1230
221,551
221,548
221,543
221,442
222,707
222,698
222,561
222,1625
222,1488
222,379
222,364
222,1579
222,312
222,1439
223,358
223,706
223,239
223,1727
223,1101
223,882
223,873
223,872
223,82
223,24
224,716
224,695
224,304
224,818
224,699
224,1762
224,1871
224,2129
224,2073
224,1722
225,1609
225,1602
225,1306
225,1303
225,1294
225,1228
225,1141
225,573
225,565
225,875
226,1628
226,1471
226,9
226,952
226,38
226,638
226,636
226,124
226,1380
226,686
227,1161
227,1159
227,397
227,2013
227,1023
227,980
227,264
227,2123
227,2074
227,1559
228,1654
228,153
228,550
228,549
228,545
228,399
228,2099
228,1053
228,1051
228,199
229,72
229,1440
229,1432
229,1430
229,538
229,672
229,671
229,1881
229,1876
229,1873
230,919
230,1548
230,844
230,839
230,1173
230,1166
230,1524
230,1139
230,866
230,863
231,99
231,1281
231,606
231,484
231,1617
231,1401
231,1128
231,1390
231,386
231,37
232,334
232,327
232,1192
232,1179
232,581
232,39
232,1784
232,472
232,698
232,98
233,1668
233,1662
233,1657
233,1242
233,1285
233,788
233,765
233,1272
233,1264
233,1238
234,1126
234,1339
234,883
234,2125
234,1989
234,1482
234,1164
234,981
234,601
234,591
235,832
235,822
235,688
235,681
235,468
235,51
235,45
235,48
235,1309
235,202
236,1591
236,1191
236,1128
236,1126
236,412
236,756
236,233
236,1455
236,1978
236,1740
237,1667
237,1157
237,1116
237,911
237,904
237,901
237,836
237,835
237,1328
237,1289
238,560
238,529
238,526
238,1610
238,1543
238,953
238,807
238,433
238,2094
238,1274
239,1672
239,168
239,997
239,774
239,240
239,239
239,1884
239,1877
239,1467
239,1465
240,1678
240,1672
240,1485
240,1481
240,1419
240,1289
240,1164
240,2002
240,1562
240,1513
241,1331
241,1004
241,773
241,1720
241,1479
241,1457
241,1448
241,661
241,556
241,547
242,1084
242,1613
242,1402
242,1397
242,896
242,892
242,370
242,1639
242,1633
242,1702
243,1344
243,651
243,831
243,370
243,753
243,740
243,313
243,166
243,1565
243,567
244,1679
244,1096
244,838
244,1162
244,203
244,2043
244,1826
244,1647
244,1011
244,641
245,673
245,1676
245,1672
245,854
245,853
245,851
245,844
245,249
245,248
245,247
246,71
246,819
246,248
246,247
246,244
246,134
246,2035
246,2031
246,1937
246,1431
247,1583
247,1673
247,412
247,1376
247,1373
247,1362
247,1158
247,1145
247,1132
247,909
248,880
248,874
248,423
248,1699
248,1694
248,1455
248,1251
248,1121
248,1090
248,861
249,1691
249,478
249,767
249,1114
249,1108
249,293
249,19
249,2102
249,1626
249,1050
250,449
250,437
250,436
250,869
250,1148
250,1143
250,786
250,490
250,917
250,602
251,1555
251,1549
251,460
251,481
251,1664
251,269
251,266
251,2167
251,2046
251,1576
252,154
252,126
252,1025
252,1689
252,1323
252,1316
252,702
252,700
252,691
252,161
253,750
253,534
253,1691
253,1484
253,298
253,851
253,396
253,390
253,1359
253,1206
254,533
254,527
254,1196
254,512
254,1107
254,1702
254,1446
254,1443
254,159
254,658
255,883
255,1432
255,1426
255,1629
255,193
255,656
255,89
255,1037
255,71
255,1767
256,351
256,344
256,1258
256,1252
256,154
256,144
256,1014
256,691
256,236
256,176
257,1713
257,1652
257,1645
257,1148
257,1146
257,925
257,855
257,1387
257,1006
257,206
258,27
258,1731
258,1717
258,1462
258,1050
258,561
258,237
258,739
258,523
258,658
259,1720
259,516
259,44
259,1719
259,448
259,445
259,1819
259,1519
259,1638
259,837
260,1727
260,684
260,660
260,1400
260,1395
260,1470
260,151
260,117
260,1102
260,47
261,1725
261,319
261,944
261,1421
261,1026
261,191
261,1101
261,686
261,501
261,255
262,1338
262,498
262,166
262,1473
262,701
262,2148
262,2119
262,2115
262,1911
262,1614
263,923
263,914
263,230
263,1010
263,1009
263,1008
263,1610
263,1596
263,757
263,1220
264,646
264,644
264,1722
264,1734
264,1463
264,65
264,471
264,456
264,1633
264,379
265,1607
265,1600
265,421
265,417
265,914
265,1797
265,1794
265,1305
265,1292
265,1227
266,1201
266,1200
266,1454
266,207
266,84
266,1714
266,1702
266,1723
266,1720
266,1272
267,859
267,1727
267,1726
267,1717
267,1372
267,833
267,822
267,60
267,56
267,2013
268,675
268,547
268,1271
268,72
268,270
268,208
268,207
268,202
268,739
268,704
269,1745
269,1488
269,879
269,874
269,873
269,731
269,302
269,727
269,255
269,2137
270,353
270,1076
270,1071
270,1067
270,81
270,1728
270,1401
270,1358
270,428
270,1627
271,115
271,1731
271,1057
271,953
271,1655
271,1317
271,1129
271,1122
271,1121
271,912
272,1761
272,1760
272,686
272,684
272,1613
272,927
272,322
272,1570
272,992
272,1103
273,1748
273,1313
273,1727
273,852
273,844
273,159
273,676
273,559
273,894
273,753
274,1756
274,1743
274,896
274,697
274,685
274,469
274,255
274,75
274,1759
274,1507
275,1606
275,1549
275,857
275,816
275,809
275,765
275,300
275,229
275,222
275,1269
276,210
276,1749
276,306
276,172
276,568
276,563
276,230
276,2041
276,1465
276,1309
277,570
277,562
277,1766
277,1573
277,1565
277,674
277,276
277,627
277,625
277,2120
278,503
278,1413
278,1268
278,740
278,1622
278,557
278,320
278,246
278,16
278,2135
279,1469
279,515
279,509
279,507
279,1194
279,36
279,146
279,1430
279,341
279,330
280,1772
280,1765
280,1412
280,1407
280,359
280,347
280,346
280,345
280,84
280,1719
281,215
281,1402
281,1373
281,1156
281,415
281,2079
281,1554
281,763
281,484
281,229
282,1770
282,1767
282,1423
282,1895
282,1715
282,1451
282,528
282,312
282,2114
282,2018
283,1764
283,898
283,889
283,888
283,1359
283,1341
283,703
283,379
283,362
283,1487
284,1128
284,1183
284,1637
284,1634
284,1631
284,1221
284,2051
284,2043
284,1930
284,1920
285,239
285,233
285,196
285,88
285,1785
285,1086
285,1412
285,847
285,768
285,612
286,312
286,1446
286,298
286,1047
286,705
286,13
286,0
286,1217
286,1216
286,403
287,479
287,474
287,1615
287,1019
287,427
287,116
287,58
287,39
287,1899
287,1608
288,751
288,1725
288,1718
288,1703
288,1382
288,894
288,892
288,888
288,534
288,629
289,1379
289,864
289,2094
289,1500
289,1490
289,1489
289,1479
289,1066
289,768
289,760
290,759
290,1609
290,708
290,1127
290,1120
290,617
290,1994
290,1650
290,935
290,932
291,1794
291,1570
291,1360
291,1471
291,533
291,525
291,1350
291,1343
291,566
291,565
292,1803
292,1798
292,1120
292,1353
292,766
292,763
292,188
292,1373
292,1365
292,948
293,1049
293,561
293,1781
293,1422
293,433
293,389
293,254
293,245
293,150
293,29
294,1805
294,1251
294,1245
294,578
294,265
294,1124
294,102
294,96
294,1558
294,1020
295,350
295,1632
295,1627
295,29
295,8
295,3
295,813
295,804
295,1991
295,1871
296,1073
296,1354
296,1352
296,661
296,92
296,85
296,1723
296,1451
296,716
296,573
297,870
297,819
297,810
297,805
297,226
297,219
297,1611
297,1608
297,1601
297,642
298,1813
298,1811
298,1809
298,738
298,962
298,1434
298,1427
298,689
298,1477
298,1469
299,1551
299,757
299,108
299,617
299,596
299,268
299,272
299,581
299,577
299,1660
300,74
300,1451
300,1446
300,1441
300,976
300,88
300,80
300,1806
300,1803
300,170
301,1715
301,319
301,1217
301,1213
301,705
301,1194
301,909
301,750
301,1228
301,1112
302,1432
302,1430
302,908
302,904
302,845
302,433
302,87
302,552
302,1222
302,1841
303,1811
303,1514
303,1023
303,357
303,167
303,8
303,0
303,1638
303,1116
303,818
304,26
304,24
304,1457
304,379
304,361
304,1811
304,190
304,1916
304,719
304,286
305,1354
305,1679
305,1670
305,1279
305,1217
305,1214
305,1126
305,1110
305,1102
305,864
306,1035
306,57
306,1290
306,197
306,445
306,32
306,1053
306,488
306,483
306,51
307,1739
307,1737
307,1720
307,1477
307,1179
307,1825
307,439
307,199
307,257
307,1717
308,27
308,2
308,689
308,686
308,685
308,184
308,356
308,354
308,57
308,1202
309,353
309,451
309,70
309,1825
309,1822
309,1494
309,1346
309,1095
309,1094
309,1090
310,1035
310,738
310,730
310,537
310,1728
310,1718
310,1629
310,1628
310,1342
310,891
311,1105
311,1313
311,700
311,1501
311,1062
311,1056
311,163
311,1039
311,84
311,73
312,1604
312,1823
312,859
312,821
312,816
312,1697
312,1161
312,597
312,584
312,583
313,1830
313,243
313,240
313,164
313,160
313,1749
313,347
313,1438
313,696
313,693
314,79
314,71
314,68
314,1478
