ID,label
269,0
270,2
271,2
272,0
273,1
274,2
275,1
276,0
277,0
278,2
279,1
280,2
281,0
282,1
283,2
284,2
285,0
286,2
287,1
288,1
289,2
290,0
291,2
292,2
293,0
294,2
295,1
296,2
297,1
298,0
299,2
300,0
301,2
302,2
303,0
304,1
305,0
306,0
307,0
308,2
309,2
310,0
311,0
312,1
313,2
314,0
315,2
316,2
317,2
318,1
319,0
320,1
321,2
322,1
323,1
324,0
325,0
326,0
327,1
328,1
329,1
330,1
331,2
332,0
333,0
334,0
335,0
336,0
337,1
338,2
339,2
340,1
341,1
342,2
343,2
344,0
345,0
346,2
347,0
348,2
349,1
350,2
351,0
352,1
353,2
354,1
355,1
356,1
357,1
358,0
359,0
360,0
361,0
362,1
363,2
364,0
365,1
366,0
367,2
368,0
369,0
370,0
371,1
372,0
373,2
374,2
375,0
376,0
377,2
378,2
379,0
380,1
381,2
382,0
383,1
384,2
385,2
386,0
387,2
388,2
389,0
390,2
391,2
392,2
393,0
394,2
395,1
396,2
397,0
398,2
399,0
400,2
401,0
402,2
403,0
404,2
405,1
406,2
407,0
408,0
409,0
410,2
411,1
412,1
413,2
414,2
415,0
416,1
417,1
418,0
419,0
420,0
421,2
422,2
423,2
424,0
425,2
426,2
427,1
428,2
429,1
430,0
431,0
432,2
433,1
434,1
435,2
436,1
437,0
438,0
439,2
440,2
441,1
442,0
443,2
444,2
445,0
446,0
447,0
448,0
449,2
450,1
451,2
452,1
453,2
454,2
455,0
456,1
457,1
458,2
459,2
460,0
461,1
462,2
463,0
464,0
465,1
466,0
467,0
468,2
469,0
470,0
471,0
472,2
473,0
474,2
475,2
476,2
477,2
478,2
479,2
480,1
481,2
482,0
483,0
484,0
485,2
486,1
487,1
488,0
489,2
490,0
491,2
492,0
493,0
494,1
495,0
496,1
497,1
498,2
499,0
500,1
501,2
502,2
503,1
504,2
505,2
506,0
507,1
508,1
509,2
510,0
511,2
512,2
513,0
514,2
515,0
516,1
517,2
518,1
519,0
520,0
521,2
522,2
523,0
524,1
525,2
526,2
527,2
528,2
529,0
530,2
531,0
532,1
533,1
534,1
535,0
536,1
537,1
538,1
539,1
540,2
541,0
542,1
543,1
544,0
545,0
546,1
547,1
548,1
549,1
550,1
551,2
552,2
553,2
554,1
555,0
556,2
557,1
558,1
559,0
560,0
561,1
562,1
563,2
564,0
565,1
566,1
567,2
568,1
569,2
570,2
571,2
572,0
573,2
574,2
575,2
576,2
577,2
578,1
579,2
580,2
581,1
582,2
583,2
584,2
585,0
586,2
587,2
588,2
589,2
590,1
591,1
592,0
593,1
594,1
595,0
596,1
597,2
598,2
599,0
600,0
601,0
602,0
603,1
604,1
605,1
606,1
607,2
608,0
609,0
610,0
611,0
612,2
613,2
614,1
615,0
616,2
617,1
618,1
619,1
620,2
621,1
622,0
623,2
624,2
625,2
626,2
627,2
628,2
629,0
630,2
631,1
632,1
633,2
634,1
635,1
636,0
637,1
638,0
639,0
640,0
641,1
642,2
643,2
644,2
645,0
646,1
647,2
648,2
649,0
650,2
651,2
652,2
653,2
654,2
655,1
656,2
657,0
658,1
659,2
660,2
661,1
662,0
663,0
664,0
665,1
666,1
667,0
668,0
669,1
670,2
671,2
672,2
673,0
674,0
675,2
676,2
677,2
678,0
679,1
680,1
681,1
682,2
683,1
684,2
685,0
686,1
687,1
688,1
689,0
690,1
691,1
692,1
693,1
694,0
695,1
696,0
697,0
698,1
699,0
700,1
701,1
702,0
703,2
704,2
705,2
706,0
707,1
708,2
709,1
710,1
711,2
712,2
713,1
714,0
715,0
716,1
717,2
718,0
719,1
720,1
721,0
722,0
723,0
724,0
725,1
726,2
727,0
728,1
729,2
730,0
731,1
732,2
733,2
734,2
735,1
736,2
737,2
738,0
739,1
740,2
741,0
742,2
743,0
744,0
745,1
746,2
747,1
748,2
749,0
750,2
751,0
752,1
753,2
754,1
755,1
756,1
757,2
758,2
759,2
760,2
761,0
762,0
763,2
764,0
765,1
766,1
767,0
768,1
769,1
770,1
771,2
772,1
773,2
774,2
775,1
776,0
777,1
778,0
779,0
780,0
781,0
782,0
783,1
784,1
785,2
786,2
787,2
788,1
789,1
790,2
791,2
792,0
793,0
794,2
795,0
796,1
797,1
798,2
799,0
800,0
801,1
802,0
803,1
804,2
805,2
806,0
807,1
808,2
809,0
810,0
811,0
812,1
813,1
814,2
815,2
816,2
817,1
818,0
819,2
820,0
821,0
822,0
823,2
824,0
825,1
826,1
827,1
828,2
829,0
830,1
831,0
832,0
833,2
834,1
835,1
836,2
837,1
838,2
839,1
840,1
841,2
842,2
843,2
844,2
845,1
846,2
847,2
848,0
849,1
850,0
851,2
852,0
853,1
854,1
855,0
856,1
857,0
858,2
859,1
860,1
861,0
862,0
863,1
864,1
865,0
866,1
867,1
868,0
869,2
870,0
871,0
872,2
873,2
874,0
875,2
876,0
877,2
878,2
879,1
880,2
881,2
882,0
883,1
884,1
885,2
886,0
887,1
888,1
889,1
890,2
891,2
892,0
893,2
894,2
895,0
896,2
897,0
898,2
899,0
900,0
901,1
902,1
903,1
904,1
905,0
906,1
907,1
908,0
909,0
910,2
911,0
912,2
913,0
914,2
915,2
916,1
917,1
918,1
919,0
920,2
921,1
922,1
923,0
924,0
925,0
926,1
927,0
928,2
929,2
930,0
931,0
932,0
933,1
934,2
935,0
936,2
937,0
938,0
939,1
940,0
941,1
942,0
943,2
944,0
945,0
946,0
947,1
948,0
949,0
950,1
951,1
952,2
953,0
954,2
955,1
956,1
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,1
965,1
966,1
967,2
968,0
969,0
970,0
971,1
972,1
973,2
974,0
975,2
976,0
977,0
978,1
979,2
980,0
981,0
982,0
983,2
984,0
985,0
986,1
987,2
988,2
989,1
990,2
991,2
992,1
993,2
994,0
995,1
996,0
997,0
998,1
999,0
1000,1
1001,2
1002,2
1003,2
1004,2
1005,0
1006,0
1007,0
1008,1
1009,2
1010,0
1011,2
1012,2
1013,2
1014,0
1015,1
1016,1
1017,2
1018,2
1019,0
1020,1
1021,0
1022,0
1023,1
1024,2
1025,1
1026,2
1027,2
1028,0
1029,0
1030,0
1031,1
1032,2
1033,0
1034,2
1035,0
1036,0
1037,2
1038,0
1039,0
1040,0
1041,1
1042,1
1043,2
1044,2
1045,0
1046,2
1047,1
1048,2
1049,1
1050,0
1051,1
1052,1
1053,2
1054,2
1055,2
1056,0
1057,2
1058,2
1059,0
1060,2
1061,2
1062,0
1063,1
1064,0
1065,0
1066,2
1067,0
1068,2
1069,2
1070,2
1071,2
1072,0
1073,0
1074,1
1075,0
1076,1
1077,0
1078,1
1079,0
1080,1
1081,2
1082,0
1083,1
1084,1
1085,2
1086,0
1087,2
1088,0
1089,1
1090,0
1091,1
1092,0
1093,2
1094,1
1095,1
1096,0
1097,0
1098,0
1099,0
1100,2
1101,2
1102,0
1103,1
1104,1
1105,0
1106,2
1107,2
1108,2
1109,0
1110,1
1111,0
1112,1
1113,0
1114,1
1115,0
1116,2
1117,1
1118,2
1119,0
1120,0
1121,1
1122,2
1123,2
1124,0
1125,0
1126,1
1127,2
1128,0
1129,0
1130,0
1131,1
1132,2
1133,1
1134,2
1135,0
1136,0
1137,2
1138,0
1139,0
1140,0
1141,1
1142,1
1143,2
1144,1
1145,2
1146,1
1147,1
1148,0
1149,0
1150,1
1151,0
1152,0
1153,2
1154,2
1155,2
1156,0
1157,1
1158,2
1159,1
1160,1
1161,0
1162,2
1163,2
1164,2
1165,1
1166,1
1167,1
1168,2
1169,0
1170,2
1171,2
1172,2
1173,0
1174,2
1175,1
1176,2
1177,0
1178,1
1179,0
1180,2
1181,1
1182,1
1183,0
1184,0
1185,2
1186,1
1187,2
1188,0
1189,1
1190,0
1191,2
1192,0
1193,1
1194,1
1195,1
1196,2
1197,1
1198,1
1199,2
1200,0
1201,1
1202,2
1203,1
1204,0
1205,0
1206,2
1207,1
1208,1
1209,2
1210,2
1211,2
1212,2
1213,1
1214,1
1215,1
1216,2
1217,1
1218,0
1219,1
1220,1
1221,2
1222,0
1223,0
1224,0
1225,0
1226,1
1227,0
1228,2
1229,1
1230,0
1231,1
1232,2
1233,1
1234,1
1235,1
1236,2
1237,0
1238,1
1239,1
1240,0
1241,0
1242,0
1243,0
1244,0
1245,2
1246,1
1247,2
1248,0
1249,1
1250,2
1251,0
1252,0
1253,1
1254,1
1255,0
1256,1
1257,1
1258,0
1259,1
1260,1
1261,1
1262,2
1263,2
1264,0
1265,0
1266,0
1267,2
1268,1
1269,1
1270,2
1271,2
1272,1
1273,2
1274,1
1275,2
1276,0
1277,2
1278,0
1279,0
1280,0
1281,1
1282,0
1283,2
1284,2
1285,2
1286,2
1287,1
1288,2
1289,0
1290,0
1291,1
1292,2
1293,2
1294,1
1295,0
1296,1
1297,1
1298,1
1299,2
1300,0
1301,1
1302,2
1303,2
1304,2
1305,2
1306,0
1307,2
1308,1
1309,0
1310,1
1311,1
1312,2
1313,0
1314,1
1315,2
1316,0
1317,1
1318,2
1319,0
1320,2
1321,2
1322,0
1323,2
1324,1
1325,1
1326,1
1327,2
1328,2
1329,2
1330,0
1331,1
1332,2
1333,1
1334,2
1335,0
1336,1
1337,2
1338,2
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,1
1346,2
1347,2
1348,0
1349,0
1350,2
1351,0
1352,1
1353,2
1354,0
1355,0
1356,0
1357,1
1358,1
1359,0
1360,0
1361,0
1362,1
1363,0
1364,2
1365,0
1366,0
1367,2
1368,2
1369,0
1370,0
1371,1
1372,1
1373,2
1374,0
1375,0
1376,2
1377,1
1378,2
1379,0
1380,1
1381,1
1382,1
1383,2
1384,1
1385,1
1386,1
1387,2
1388,1
1389,1
1390,1
1391,0
1392,0
1393,2
1394,2
1395,1
1396,2
1397,1
1398,0
1399,0
1400,1
1401,1
1402,1
1403,0
1404,0
1405,2
1406,2
1407,2
1408,0
1409,2
1410,1
1411,1
1412,2
1413,0
1414,2
1415,1
1416,1
1417,1
1418,2
1419,0
1420,0
1421,2
1422,2
1423,0
1424,2
1425,2
1426,1
1427,1
1428,2
1429,2
1430,0
1431,1
1432,2
1433,1
1434,2
1435,0
1436,1
1437,1
1438,2
1439,0
1440,0
1441,2
1442,1
1443,1
1444,0
1445,1
1446,2
1447,0
1448,1
1449,1
1450,2
1451,1
1452,0
1453,2
1454,1
1455,1
1456,2
1457,0
1458,1
1459,2
1460,2
1461,2
1462,1
1463,2
1464,1
1465,2
1466,1
1467,1
1468,1
1469,2
1470,2
1471,0
1472,1
1473,2
1474,1
1475,2
1476,1
1477,1
1478,0
1479,0
1480,0
1481,2
1482,0
1483,0
1484,1
1485,2
1486,1
1487,0
1488,1
1489,1
1490,2
1491,1
1492,0
1493,1
1494,2
1495,1
1496,0
1497,1
1498,0
1499,1
1500,2
1501,1
1502,2
1503,1
1504,1
1505,0
1506,2
1507,0
1508,1
1509,2
1510,1
1511,0
1512,1
1513,0
1514,0
1515,0
1516,2
1517,0
1518,0
1519,0
1520,0
1521,1
1522,1
1523,1
1524,2
1525,2
1526,0
1527,0
1528,1
1529,2
1530,0
1531,0
1532,0
1533,0
1534,1
1535,2
1536,0
1537,2
1538,2
1539,1
1540,2
1541,1
1542,0
1543,2
1544,2
1545,0
1546,2
1547,2
1548,0
1549,2
1550,2
1551,0
1552,2
1553,1
1554,1
1555,0
1556,0
1557,2
1558,1
1559,1
1560,0
1561,1
1562,2
1563,1
1564,2
1565,2
1566,1
1567,1
1568,2
1569,2
1570,0
1571,0
1572,1
1573,1
1574,0
1575,0
1576,1
1577,2
1578,0
1579,2
1580,0
1581,0
1582,0
1583,1
1584,2
1585,0
1586,0
1587,1
1588,1
1589,0
1590,2
1591,1
1592,1
1593,1
1594,1
1595,0
1596,0
1597,0
1598,0
1599,1
1600,2
1601,2
1602,0
1603,0
1604,1
1605,1
1606,0
1607,2
1608,1
1609,0
1610,1
1611,1
1612,2
1613,1
1614,0
1615,1
1616,2
1617,0
1618,2
1619,0
1620,2
1621,1
1622,1
1623,2
1624,0
1625,0
1626,0
1627,1
1628,0
1629,0
1630,2
1631,1
1632,0
1633,1
1634,2
1635,2
1636,0
1637,1
1638,1
1639,2
1640,1
1641,1
1642,1
1643,1
1644,0
1645,0
1646,0
1647,1
1648,0
1649,2
1650,0
1651,1
1652,1
1653,1
1654,0
1655,2
1656,2
1657,2
1658,1
1659,0
1660,1
1661,2
1662,1
1663,1
1664,1
1665,2
1666,0
1667,2
1668,0
1669,2
1670,1
1671,2
1672,2
1673,0
1674,1
1675,2
1676,0
1677,2
1678,2
1679,2
1680,0
1681,1
1682,1
1683,2
1684,2
1685,2
1686,2
1687,1
1688,1
1689,1
1690,1
1691,2
1692,0
1693,0
1694,1
1695,2
1696,1
1697,2
1698,1
1699,0
1700,1
1701,0
1702,1
1703,1
1704,2
1705,2
1706,2
1707,0
1708,0
1709,1
1710,2
1711,0
1712,2
1713,2
1714,1
1715,1
1716,2
1717,1
1718,1
1719,2
1720,2
1721,0
1722,0
1723,0
1724,1
1725,0
1726,2
1727,1
1728,0
1729,2
1730,1
1731,2
1732,2
1733,0
1734,0
1735,0
1736,2
1737,0
1738,1
1739,0
1740,2
1741,1
1742,2
1743,0
1744,0
1745,0
1746,1
1747,2
1748,1
1749,2
1750,1
1751,2
1752,2
1753,1
1754,2
1755,0
1756,1
1757,0
1758,1
1759,1
1760,2
1761,0
1762,0
1763,2
1764,0
1765,0
1766,2
1767,1
1768,0
1769,0
1770,0
1771,1
1772,1
1773,2
1774,0
1775,0
1776,1
1777,2
1778,0
1779,2
1780,2
1781,0
1782,1
1783,2
1784,0
1785,1
1786,1
1787,1
1788,2
1789,2
1790,1
1791,1
1792,1
1793,0
1794,0
1795,0
1796,1
1797,1
1798,2
1799,0
1800,2
1801,0
1802,2
1803,2
1804,0
1805,0
1806,2
1807,2
1808,0
1809,1
1810,0
1811,0
1812,0
1813,1
1814,1
1815,2
1816,1
1817,2
1818,2
1819,2
1820,1
1821,2
1822,2
1823,0
1824,0
1825,2
1826,2
1827,0
1828,0
1829,1
1830,2
1831,1
1832,0
1833,0
1834,1
1835,1
1836,2
1837,0
1838,0
1839,1
1840,1
1841,1
1842,0
1843,1
1844,2
1845,2
1846,1
1847,0
1848,1
1849,2
1850,0
1851,2
1852,2
1853,1
1854,2
1855,0
1856,0
1857,1
1858,2
1859,0
1860,0
1861,1
1862,2
1863,1
1864,2
1865,1
1866,2
1867,0
1868,2
1869,0
1870,1
1871,2
1872,1
1873,1
1874,2
1875,0
1876,1
1877,0
1878,0
1879,2
1880,2
1881,2
1882,2
1883,2
1884,0
1885,0
1886,1
1887,0
1888,0
1889,2
1890,0
1891,1
1892,0
1893,1
1894,0
1895,0
1896,2
1897,0
1898,0
1899,2
1900,1
1901,1
1902,2
1903,0
1904,0
1905,1
1906,2
1907,2
1908,2
1909,2
1910,2
1911,2
1912,0
1913,0
1914,1
1915,2
1916,0
1917,0
1918,1
1919,0
1920,2
1921,0
1922,0
1923,1
1924,0
1925,1
1926,2
1927,0
1928,0
1929,2
1930,0
1931,0
1932,1
1933,1
1934,2
1935,1
1936,0
1937,0
1938,0
1939,1
1940,1
1941,0
1942,1
1943,0
1944,2
1945,1
1946,1
1947,1
1948,1
1949,0
1950,2
1951,0
1952,0
1953,2
1954,0
1955,2
1956,2
1957,2
1958,0
1959,1
1960,0
1961,1
1962,1
1963,0
1964,1
1965,0
1966,1
1967,0
1968,1
1969,2
1970,0
1971,0
1972,0
1973,0
1974,2
1975,0
1976,2
1977,2
1978,2
1979,1
1980,1
1981,2
1982,1
1983,0
1984,1
1985,2
1986,0
1987,0
1988,1
1989,1
1990,0
1991,2
1992,1
1993,1
1994,0
1995,0
1996,1
1997,1
1998,2
1999,0
2000,0
2001,2
2002,1
2003,1
2004,2
2005,2
2006,0
2007,1
2008,0
2009,0
2010,2
2011,2
2012,0
2013,2
2014,2
2015,1
2016,0
2017,1
2018,1
2019,1
2020,2
2021,2
2022,1
2023,1
2024,2
2025,0
2026,1
2027,2
2028,1
2029,2
2030,0
2031,0
2032,2
2033,0
2034,1
2035,1
2036,1
2037,0
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,2
2046,2
2047,1
2048,1
2049,2
2050,2
2051,0
2052,0
2053,1
2054,1
2055,0
2056,1
2057,1
2058,2
2059,0
2060,2
2061,0
2062,0
2063,1
2064,1
2065,1
2066,0
2067,0
2068,2
2069,0
2070,1
2071,2
2072,1
2073,2
2074,2
2075,0
2076,0
2077,0
2078,1
2079,1
2080,2
2081,2
2082,0
2083,0
2084,0
2085,2
2086,1
2087,2
2088,1
2089,2
2090,2
2091,0
2092,1
2093,2
2094,2
2095,2
2096,2
2097,0
2098,2
2099,0
2100,1
2101,2
2102,1
2103,1
2104,1
2105,1
2106,0
2107,1
2108,2
2109,2
2110,1
2111,0
2112,0
2113,2
2114,2
2115,2
2116,2
2117,0
2118,0
2119,0
2120,2
2121,0
2122,1
2123,1
2124,2
2125,2
2126,2
2127,0
2128,2
2129,1
2130,2
2131,1
2132,0
2133,0
2134,1
2135,0
2136,2
2137,1
2138,0
2139,2
2140,0
2141,0
2142,2
2143,0
2144,0
2145,0
2146,2
2147,1
2148,0
2149,2
2150,1
2151,2
2152,1
2153,2
2154,2
2155,2
2156,2
2157,0
2158,2
2159,2
2160,1
2161,2
2162,2
2163,2
2164,2
2165,1
2166,2
2167,0
2168,2
2169,0
2170,1
2171,1
2172,1
2173,0
2174,1
2175,1
2176,2
2177,1
2178,0
2179,2
2180,1
2181,0
2182,0
2183,1
2184,0
2185,1
2186,1
2187,1
2188,2
2189,1
2190,2
2191,2
2192,1
2193,0
2194,1
2195,1
2196,2
2197,1
2198,0
2199,2
2200,1
2201,2
2202,2
2203,1
2204,2
2205,2
2206,0
2207,1
2208,1
2209,1
2210,0
2211,2
2212,2
2213,0
2214,2
2215,1
2216,1
2217,1
2218,2
2219,1
2220,0
2221,2
2222,1
2223,0
2224,0
2225,1
2226,1
2227,2
2228,2
2229,1
2230,1
2231,0
2232,1
2233,1
2234,2
2235,2
2236,1
2237,1
2238,2
2239,0
2240,2
2241,0
2242,2
2243,0
2244,2
2245,0
2246,1
2247,1
2248,2
2249,0
2250,0
2251,2
2252,1
2253,2
2254,1
2255,2
2256,1
2257,0
2258,1
2259,0
2260,1
2261,2
2262,2
2263,2
2264,0
2265,1
2266,2
2267,2
2268,0
2269,0
2270,2
2271,2
2272,2
2273,0
2274,2
2275,1
2276,1
2277,0
2278,0
2279,1
2280,1
2281,2
2282,0
2283,0
2284,2
2285,2
2286,1
2287,1
2288,0
2289,0
2290,1
2291,2
2292,1
2293,2
2294,1
2295,1
2296,2
2297,1
2298,0
2299,1
2300,0
2301,0
2302,1
2303,1
2304,2
2305,2
2306,2
2307,2
2308,1
2309,2
2310,0
2311,2
2312,0
2313,2
2314,0
2315,0
2316,0
2317,2
2318,2
2319,1
2320,2
2321,1
2322,1
2323,1
2324,1
2325,0
2326,1
2327,0
2328,1
2329,1
2330,0
2331,2
2332,1
2333,1
2334,1
2335,0
2336,2
2337,1
2338,0
2339,0
2340,1
2341,1
2342,2
2343,2
2344,1
2345,1
2346,2
2347,2
2348,1
2349,0
2350,0
2351,1
2352,2
2353,1
2354,0
2355,1
2356,0
2357,0
2358,2
2359,1
2360,1
2361,1
2362,2
2363,1
2364,2
2365,2
2366,0
2367,1
2368,2
2369,0
2370,0
2371,1
2372,0
2373,1
2374,0
2375,0
2376,0
2377,0
2378,2
2379,2
2380,0
2381,0
2382,2
2383,2
2384,2
2385,0
2386,0
2387,1
2388,0
2389,2
2390,1
2391,1
2392,2
2393,0
2394,0
2395,1
2396,2
2397,2
2398,0
2399,1
2400,2
2401,2
2402,2
2403,2
2404,2
2405,2
2406,1
2407,2
2408,1
2409,2
2410,1
2411,1
2412,1
2413,0
2414,1
2415,2
2416,0
2417,1
2418,2
2419,2
2420,2
2421,0
2422,2
2423,2
2424,2
2425,0
2426,1
2427,0
2428,2
2429,1
2430,1
2431,2
2432,2
2433,2
2434,0
2435,1
2436,1
2437,2
2438,0
2439,2
2440,1
2441,1
2442,2
2443,0
2444,2
2445,0
2446,1
2447,0
2448,0
2449,1
2450,2
2451,0
2452,1
2453,1
2454,0
2455,0
2456,2
2457,0
2458,1
2459,1
2460,1
2461,2
2462,1
2463,1
2464,0
2465,0
2466,0
2467,2
2468,1
2469,1
2470,2
2471,0
2472,0
2473,1
2474,1
2475,2
2476,2
2477,2
2478,0
2479,2
2480,2
2481,1
2482,2
2483,2
2484,1
2485,0
2486,0
2487,2
2488,2
2489,0
2490,2
2491,0
2492,2
2493,0
2494,0
2495,1
2496,1
2497,2
2498,0
2499,0
2500,0
2501,0
2502,1
2503,0
2504,2
2505,0
2506,1
2507,2
2508,0
2509,1
2510,2
2511,2
2512,0
2513,2
2514,0
2515,0
2516,1
2517,2
2518,0
2519,0
2520,2
2521,0
2522,1
2523,1
2524,1
2525,2
2526,1
2527,2
2528,1
2529,1
2530,2
2531,1
2532,1
2533,2
2534,2
2535,0
2536,1
2537,2
2538,1
2539,1
2540,0
2541,0
2542,1
2543,0
2544,0
2545,1
2546,1
2547,1
2548,0
2549,1
2550,0
2551,1
2552,1
2553,2
2554,0
2555,1
2556,2
2557,2
2558,1
2559,0
2560,0
2561,1
2562,1
2563,1
2564,0
2565,2
2566,1
2567,2
2568,0
2569,1
2570,2
2571,2
2572,2
2573,2
2574,2
2575,1
2576,0
2577,2
2578,0
2579,0
2580,1
2581,1
2582,0
2583,1
2584,0
2585,2
2586,2
2587,2
2588,2
2589,0
2590,1
2591,0
2592,1
2593,0
2594,2
2595,0
2596,1
2597,1
2598,2
2599,2
2600,0
2601,2
2602,2
2603,0
2604,0
2605,0
2606,1
2607,1
2608,2
2609,1
2610,1
2611,0
2612,0
2613,0
2614,0
2615,1
2616,0
2617,0
2618,2
2619,0
2620,1
2621,2
2622,2
2623,0
2624,1
2625,2
2626,2
2627,0
2628,2
2629,2
2630,2
2631,0
2632,1
2633,1
2634,2
2635,0
2636,2
2637,0
2638,1
2639,2
2640,2
2641,2
2642,0
2643,1
2644,0
2645,1
2646,2
2647,0
2648,0
2649,1
2650,1
2651,1
2652,0
2653,1
2654,2
2655,2
2656,1
2657,2
2658,2
2659,2
2660,2
2661,0
2662,1
2663,1
2664,2
2665,0
2666,1
2667,2
2668,1
2669,2
2670,1
2671,0
2672,1
2673,2
2674,2
2675,2
2676,2
2677,2
2678,2
2679,1
2680,1
2681,0
2682,1
2683,0
2684,0
2685,2
2686,1
2687,2
2688,1
2689,0
2690,1
2691,0
2692,2
2693,0
2694,1
2695,2
2696,0
2697,2
2698,1
2699,0
2700,2
2701,0
2702,0
2703,1
2704,2
2705,2
2706,1
2707,1
2708,0
2709,1
2710,2
2711,2
2712,2
2713,0
2714,2
2715,0
2716,2
2717,0
2718,2
2719,0
2720,2
2721,2
2722,0
2723,0
2724,1
2725,2
2726,1
2727,1
2728,2
2729,0
2730,0
2731,2
2732,1
2733,1
2734,2
2735,2
2736,0
2737,1
2738,0
2739,1
2740,0
2741,1
2742,2
2743,0
2744,1
2745,1
2746,1
2747,2
2748,0
2749,2
2750,0
2751,2
2752,0
2753,1
2754,1
2755,0
2756,0
2757,1
2758,2
2759,0
2760,2
2761,2
2762,1
2763,2
2764,2
2765,2
2766,2
2767,2
2768,0
2769,2
2770,2
2771,2
2772,0
2773,0
2774,1
2775,2
2776,2
2777,2
2778,1
2779,0
2780,2
2781,1
2782,1
2783,1
2784,2
2785,2
2786,0
2787,2
2788,2
2789,2
2790,1
2791,2
2792,0
2793,0
2794,2
2795,1
2796,2
2797,1
2798,1
2799,2
2800,0
2801,1
2802,1
2803,2
2804,1
2805,0
2806,0
2807,0
2808,2
2809,1
2810,0
2811,0
2812,0
2813,1
2814,1
2815,2
2816,0
2817,2
2818,0
2819,1
2820,1
2821,1
2822,2
2823,1
2824,1
2825,1
2826,2
2827,0
2828,2
2829,0
2830,1
2831,0
2832,2
2833,2
2834,0
2835,0
2836,0
2837,1
2838,1
2839,2
2840,0
2841,1
2842,1
2843,2
2844,0
2845,2
2846,1
2847,2
2848,1
2849,1
2850,0
2851,2
2852,0
2853,2
2854,2
2855,0
2856,2
2857,2
2858,2
2859,2
2860,0
2861,2
2862,2
2863,2
2864,1
2865,2
2866,2
2867,1
2868,2
2869,0
2870,2
2871,1
2872,2
2873,0
2874,2
2875,0
2876,0
2877,1
2878,2
2879,0
2880,2
2881,2
2882,1
2883,1
2884,1
2885,0
2886,1
2887,2
2888,1
2889,2
2890,0
2891,1
2892,1
2893,2
2894,2
2895,1
2896,2
2897,2
2898,0
2899,2
2900,2
2901,1
2902,0
2903,1
2904,2
2905,2
2906,2
2907,2
2908,2
2909,2
2910,1
2911,1
2912,1
2913,0
2914,2
2915,2
2916,1
2917,0
2918,0
2919,1
2920,2
2921,1
2922,1
2923,0
2924,1
2925,1
2926,0
2927,0
2928,0
2929,2
2930,0
2931,1
2932,2
2933,2
2934,1
2935,0
2936,1
2937,1
2938,2
2939,0
2940,0
2941,2
2942,2
2943,0
2944,0
2945,0
2946,2
2947,0
2948,0
2949,0
2950,0
2951,2
2952,0
2953,1
2954,0
2955,1
2956,0
2957,0
2958,2
2959,0
2960,1
2961,0
2962,1
2963,0
2964,2
2965,2
2966,2
2967,0
2968,0
2969,1
2970,0
2971,0
2972,1
2973,0
2974,1
2975,2
2976,0
2977,1
2978,2
2979,2
2980,2
2981,2
2982,2
2983,2
2984,2
2985,1
2986,0
2987,1
2988,1
2989,2
2990,0
2991,1
2992,0
2993,2
2994,0
2995,1
2996,2
2997,2
